#Wavelength Flux FluxErr FluxGeo
 .32454  7.9595  0.0504  7.9742
 .32461  8.0187  0.0506  7.9899
 .32469  7.9849  0.0505  7.9726
 .32476  8.0286  0.0506  8.0099
 .32484  7.9978  0.0510  7.9634
 .32492  8.0535  0.0508  8.0640
 .32499  8.0280  0.0509  8.0634
 .32507  7.9040  0.0503  7.9388
 .32514  7.9518  0.0503  7.9463
 .32522  8.0274  0.0502  8.0334
 .32529  8.0529  0.0500  8.0766
 .32537  8.0430  0.0502  8.0423
 .32544  8.0188  0.0502  8.0061
 .32552  8.0339  0.0504  8.0635
 .32560  8.0612  0.0501  8.1356
 .32567  8.0157  0.0501  8.0587
 .32575  7.9886  0.0500  8.0070
 .32582  8.0054  0.0501  8.0779
 .32590  8.0212  0.0501  8.0950
 .32598  8.0277  0.0504  8.0777
 .32605  7.9545  0.0502  7.9895
 .32613  7.9977  0.0504  8.0403
 .32620  8.0214  0.0501  8.1052
 .32628  7.9841  0.0482  8.0806
 .32636  7.9625  0.0485  8.0308
 .32643  7.9933  0.0484  8.0478
 .32651  7.9802  0.0484  8.0697
 .32658  7.9303  0.0481  8.0338
 .32666  7.9175  0.0480  8.0086
 .32674  7.9155  0.0479  7.7759
 .32681  7.8697  0.0479  7.7896
 .32689  7.9499  0.0482  7.8912
 .32696  7.9379  0.0479  7.9066
 .32704  7.8506  0.0478  7.8312
 .32711  7.8859  0.0478  7.8276
 .32719  7.9295  0.0477  7.8835
 .32727  7.8826  0.0476  7.8587
 .32734  7.9174  0.0477  7.4390
 .32742  7.9131  0.0481  7.9064
 .32749  7.9002  0.0481  7.8779
 .32757  7.8807  0.0479  7.8813
 .32765  7.7955  0.0473  7.8762
 .32772  8.1543  0.0253  7.8825
 .32780  7.8080  0.0459  7.8374
 .32788  7.8951  0.0458  7.9265
 .32795  7.8296  0.0457  7.8513
 .32803  7.8521  0.0458  7.9145
 .32811  7.8717  0.0462  7.9715
 .32818  7.7723  0.0462  7.8375
 .32826  7.8068  0.0462  7.8283
 .32833  7.8191  0.0460  7.8366
 .32841  7.8158  0.0459  7.8887
 .32849  7.8279  0.0457  7.9033
 .32856  7.8152  0.0455  7.8733
 .32864  7.8214  0.0455  7.8606
 .32872  7.7738  0.0457  7.8473
 .32879  7.7293  0.0457  7.7692
 .32887  7.8045  0.0457  7.8780
 .32895  7.8134  0.0457  7.8886
 .32902  7.7445  0.0454  7.8094
 .32910  7.7030  0.0451  7.7757
 .32918  7.7163  0.0452  7.7868
 .32925  7.7652  0.0454  7.8161
 .32933  7.7546  0.0454  7.8121
 .32941  7.7829  0.0454  7.8550
 .32948  7.7789  0.0450  7.8320
 .32956  7.7092  0.0448  7.7268
 .32964  7.7265  0.0448  7.7790
 .32971  7.7575  0.0448  7.8486
 .32979  7.7523  0.0448  7.8371
 .32986  7.7420  0.0449  7.7861
 .32994  7.7228  0.0450  7.7281
 .33002  7.7176  0.0453  7.6974
 .33010  7.7499  0.0454  7.7269
 .33017  7.6964  0.0450  7.7166
 .33025  7.6848  0.0451  7.7218
 .33033  7.6590  0.0448  7.7009
 .33040  7.6245  0.0443  7.6520
 .33048  7.6449  0.0445  7.6712
 .33056  7.6037  0.0443  7.6247
 .33063  7.5744  0.0442  7.6068
 .33071  7.6473  0.0444  7.7090
 .33079  7.6333  0.0444  7.6972
 .33086  7.6231  0.0442  7.6863
 .33094  7.5665  0.0442  7.6227
 .33102  7.5680  0.0443  7.6573
 .33109  7.5989  0.0442  7.6686
 .33117  7.5811  0.0440  7.5770
 .33125  7.5479  0.0440  7.5768
 .33133  7.5142  0.0439  7.5768
 .33140  7.5367  0.0437  7.5855
 .33148  7.5373  0.0437  7.5634
 .33156  7.5222  0.0436  7.5486
 .33164  7.5392  0.0434  7.5530
 .33171  7.5174  0.0435  7.5085
 .33179  7.4617  0.0433  7.4649
 .33187  7.4553  0.0434  7.4835
 .33194  7.4178  0.0432  7.4190
 .33202  7.3990  0.0431  7.4047
 .33210  7.4271  0.0432  7.4566
 .33218  7.4590  0.0434  7.4662
 .33225  7.5276  0.0430  7.5372
 .33233  7.4972  0.0429  7.5111
 .33241  7.4689  0.0431  7.4986
 .33248  7.5711  0.0437  7.5845
 .33256  7.5012  0.0439  7.5351
 .33264  7.4906  0.0436  7.5824
 .33272  7.5531  0.0434  7.6153
 .33279  7.4494  0.0428  7.4684
 .33287  7.3778  0.0427  7.3903
 .33295  7.4535  0.0428  7.5017
 .33303  7.5020  0.0429  7.5482
 .33310  7.5244  0.0430  7.5809
 .33318  7.5311  0.0429  7.5805
 .33326  7.5319  0.0428  7.5925
 .33334  7.5059  0.0429  7.5691
 .33341  7.5074  0.0429  7.5722
 .33349  7.5050  0.0432  7.5766
 .33357  7.4968  0.0428  7.5615
 .33365  7.4646  0.0428  7.5325
 .33372  7.5061  0.0429  7.5644
 .33380  7.5321  0.0429  7.6210
 .33388  7.4321  0.0424  7.4954
 .33396  7.4708  0.0428  7.4793
 .33403  7.5360  0.0426  7.5795
 .33411  7.5552  0.0431  7.6182
 .33419  7.6339  0.0429  7.7163
 .33427  7.6264  0.0433  7.7222
 .33434  7.5974  0.0433  7.6855
 .33442  7.6456  0.0431  7.7378
 .33450  7.7259  0.0432  7.8221
 .33458  7.7646  0.0430  7.8429
 .33466  7.7172  0.0431  7.7618
 .33473  7.6332  0.0427  7.7049
 .33481  7.6139  0.0427  7.6767
 .33489  7.5581  0.0430  7.5601
 .33497  7.4683  0.0425  7.4684
 .33505  7.4358  0.0423  7.4659
 .33512  7.4696  0.0425  7.5528
 .33520  7.4301  0.0420  7.5041
 .33528  7.3550  0.0417  6.7905
 .33536  7.3882  0.0419  7.3612
 .33544  7.3719  0.0419  7.3332
 .33551  7.3695  0.0419  7.3642
 .33559  7.3694  0.0419  7.3584
 .33567  7.3448  0.0418  7.3061
 .33575  7.3945  0.0418  7.3609
 .33583  7.4303  0.0419  7.4089
 .33590  7.3324  0.0418  7.2726
 .33598  7.3597  0.0417  7.3168
 .33606  7.3335  0.0416  7.2669
 .33614  7.3607  0.0416  7.3107
 .33622  7.3762  0.0416  7.3757
 .33629  6.1881  0.0256  7.3329
 .33637  7.2399  0.0407  7.2845
 .33645  7.1692  0.0407  7.1861
 .33653  7.2142  0.0406  7.2502
 .33661  7.2555  0.0409  7.3141
 .33669  7.2588  0.0407  7.2929
 .33676  7.2328  0.0406  7.2848
 .33684  7.2376  0.0406  7.2726
 .33692  7.2409  0.0406  7.2657
 .33700  7.2193  0.0405  7.2612
 .33708  7.2060  0.0404  7.2332
 .33716  7.2319  0.0404  7.2454
 .33724  7.2590  0.0402  7.3000
 .33731  7.2237  0.0402  7.2489
 .33739  7.2705  0.0405  7.3037
 .33747  7.2579  0.0406  7.2950
 .33755  7.2471  0.0406  7.2647
 .33763  7.2532  0.0406  7.3131
 .33771  7.2639  0.0407  7.3322
 .33779  7.2427  0.0405  7.2902
 .33786  7.2187  0.0403  7.2815
 .33794  7.2059  0.0408  7.2898
 .33802  7.1946  0.0409  7.2745
 .33810  7.2159  0.0405  7.3104
 .33818  7.2401  0.0405  7.3275
 .33826  7.2157  0.0406  7.3162
 .33834  7.1760  0.0405  7.2789
 .33841  7.1679  0.0403  7.2490
 .33849  7.1983  0.0403  7.2633
 .33857  7.2107  0.0403  7.2608
 .33865  7.2303  0.0402  7.3131
 .33873  7.2062  0.0400  7.2612
 .33881  7.2542  0.0401  7.3425
 .33889  7.2573  0.0401  7.3517
 .33896  7.2079  0.0403  7.2920
 .33904  7.2173  0.0402  7.3071
 .33912  7.1976  0.0400  7.2751
 .33920  7.1860  0.0398  7.2818
 .33928  7.1726  0.0399  7.2515
 .33936  7.1797  0.0398  7.2599
 .33944  7.1997  0.0399  7.2884
 .33952  7.1607  0.0398  7.2672
 .33960  7.1463  0.0396  7.2525
 .33968  7.1693  0.0398  7.2380
 .33976  7.2393  0.0401  7.3043
 .33983  7.2457  0.0398  7.3330
 .33991  7.2400  0.0395  7.3327
 .33999  7.2103  0.0394  7.2788
 .34007  7.2343  0.0396  7.3133
 .34015  7.2471  0.0397  7.3414
 .34023  7.2340  0.0397  7.3242
 .34031  7.2090  0.0395  7.3010
 .34039  7.1753  0.0393  7.2489
 .34047  7.2198  0.0393  7.3032
 .34055  7.3004  0.0393  7.3962
 .34062  7.3007  0.0394  7.3834
 .34070  7.2287  0.0397  7.3212
 .34078  7.2568  0.0399  7.3556
 .34086  7.3303  0.0398  7.4357
 .34094  7.2923  0.0400  7.3890
 .34102  7.2820  0.0400  7.3871
 .34110  7.2919  0.0398  7.4030
 .34118  7.3009  0.0398  7.4071
 .34126  7.2804  0.0394  7.3867
 .34134  7.3043  0.0393  7.3968
 .34142  7.3696  0.0392  7.4968
 .34150  7.3344  0.0393  7.4420
 .34158  7.3653  0.0395  7.4642
 .34166  7.4084  0.0400  7.5165
 .34174  7.4287  0.0399  7.5251
 .34181  7.4865  0.0397  7.6106
 .34189  7.4602  0.0397  7.5792
 .34197  7.4580  0.0400  7.5782
 .34205  7.4790  0.0403  7.6498
 .34213  7.5273  0.0403  7.6989
 .34221  7.5833  0.0403  7.7745
 .34229  7.6699  0.0404  7.8546
 .34237  7.7077  0.0403  7.9289
 .34245  7.7893  0.0405  8.0014
 .34253  7.8391  0.0406  8.0197
 .34261  7.9012  0.0413  8.0875
 .34269  7.8785  0.0415  8.0097
 .34277  7.8081  0.0412  7.9122
 .34285  7.7387  0.0410  7.8012
 .34293  7.6339  0.0403  7.6716
 .34301  7.5333  0.0397  7.5955
 .34309  7.3781  0.0396  7.4592
 .34317  7.2730  0.0393  7.3839
 .34325  7.2379  0.0392  7.3318
 .34333  7.2251  0.0389  7.3036
 .34341  7.2394  0.0389  7.3444
 .34349  7.2027  0.0389  7.3062
 .34357  7.1679  0.0388  7.2806
 .34365  7.1671  0.0386  7.2788
 .34373  7.1236  0.0385  7.2126
 .34381  7.1685  0.0387  7.2878
 .34389  7.2413  0.0389  7.3408
 .34397  7.1783  0.0388  7.2695
 .34405  7.1548  0.0386  7.2454
 .34413  7.1431  0.0387  7.2275
 .34421  7.1553  0.0385  7.2560
 .34429  7.1465  0.0384  7.2532
 .34437  7.1806  0.0385  7.3095
 .34445  7.1851  0.0386  7.2822
 .34453  7.1343  0.0388  7.2150
 .34461  7.1514  0.0390  7.2495
 .34469  7.1730  0.0388  7.2990
 .34477  7.1325  0.0389  7.2726
 .34485  7.1217  0.0390  7.2449
 .34493  7.1311  0.0389  7.2532
 .34501  7.1327  0.0386  7.2728
 .34509  7.0422  0.0381  7.1657
 .34517  6.9813  0.0379  7.0957
 .34525  7.0743  0.0380  7.1885
 .34533  7.0772  0.0379  7.1968
 .34541  7.0251  0.0379  7.1284
 .34549  7.0392  0.0380  7.1409
 .34557  7.0434  0.0379  7.1580
 .34565  7.0519  0.0379  7.1593
 .34573  7.0805  0.0379  7.2049
 .34581  7.0386  0.0377  7.1787
 .34589  6.9845  0.0377  7.1322
 .34598  6.9979  0.0378  7.1672
 .34606  7.0448  0.0378  7.2119
 .34614  7.0395  0.0376  7.1757
 .34622  6.9930  0.0373  7.1069
 .34630  7.0071  0.0373  7.1286
 .34638  7.0341  0.0373  7.1438
 .34646  7.0321  0.0371  7.1560
 .34654  7.0146  0.0370  7.1479
 .34662  6.9971  0.0372  7.1098
 .34670  6.9990  0.0374  7.1448
 .34678  6.9960  0.0374  7.1623
 .34686  6.9864  0.0373  7.1712
 .34694  7.0246  0.0372  7.1914
 .34702  7.0722  0.0371  7.2351
 .34710  7.0593  0.0371  7.2341
 .34718  7.0588  0.0376  7.2098
 .34726  7.0451  0.0376  7.1766
 .34734  7.0166  0.0372  7.1772
 .34743  7.0228  0.0371  7.1676
 .34751  7.0489  0.0374  7.2033
 .34759  7.0093  0.0374  7.1743
 .34767  7.0120  0.0374  7.1761
 .34775  6.9938  0.0370  7.1688
 .34783  6.9612  0.0367  7.1140
 .34791  7.0182  0.0370  7.1466
 .34799  7.0028  0.0369  7.1629
 .34807  6.9911  0.0367  7.1709
 .34815  6.9527  0.0366  7.1142
 .34824  6.9401  0.0367  7.0933
 .34832  6.9645  0.0370  7.1339
 .34840  6.9474  0.0368  7.1105
 .34848  6.9435  0.0367  7.1105
 .34856  6.9708  0.0366  7.1364
 .34864  6.9578  0.0366  7.1304
 .34872  6.8950  0.0367  7.0488
 .34880  6.9453  0.0366  7.1323
 .34888  6.9661  0.0363  7.1383
 .34896  6.9461  0.0362  7.0912
 .34905  6.9331  0.0366  7.1295
 .34913  6.9144  0.0369  7.1300
 .34921  6.9091  0.0368  7.0982
 .34929  6.9156  0.0369  7.1204
 .34937  6.8807  0.0371  7.1097
 .34945  6.9139  0.0369  7.1201
 .34953  6.9005  0.0364  7.0880
 .34961  6.8725  0.0364  7.0304
 .34970  6.9000  0.0364  7.0446
 .34978  6.9196  0.0363  7.0723
 .34986  6.8680  0.0363  7.0443
 .34994  6.8927  0.0364  7.0533
 .35002  6.9197  0.0366  7.0830
 .35010  6.8533  0.0366  7.0317
 .35019  6.8313  0.0364  7.0012
 .35027  6.8362  0.0362  7.0310
 .35035  6.8733  0.0364  7.0478
 .35043  6.9208  0.0367  7.0706
 .35051  6.8939  0.0368  7.0629
 .35059  6.8740  0.0368  7.0361
 .35067  6.8189  0.0366  6.9711
 .35076  6.7818  0.0361  6.9614
 .35084  6.8308  0.0362  7.0083
 .35092  6.7944  0.0359  6.9542
 .35100  6.7723  0.0360  6.9309
 .35108  6.7936  0.0364  6.9453
 .35116  6.7635  0.0367  6.9412
 .35124  6.7144  0.0364  6.9004
 .35133  6.7365  0.0364  6.8969
 .35141  6.7356  0.0361  6.8918
 .35149  6.7537  0.0361  6.8901
 .35157  6.7386  0.0359  6.8807
 .35165  6.7145  0.0360  6.8636
 .35174  6.7766  0.0360  6.9181
 .35182  6.7688  0.0358  6.9191
 .35190  6.7476  0.0358  6.8969
 .35198  6.7028  0.0358  6.8580
 .35206  6.6899  0.0357  6.8404
 .35214  6.6740  0.0358  6.8128
 .35223  6.6520  0.0358  6.7586
 .35231  6.6268  0.0359  6.7364
 .35239  6.5759  0.0359  6.7062
 .35247  6.5810  0.0356  6.6977
 .35256  6.5986  0.0355  6.7145
 .35264  6.5946  0.0353  6.7364
 .35272  6.5663  0.0354  6.7135
 .35280  6.5906  0.0356  6.7461
 .35288  6.5778  0.0355  6.7185
 .35296  6.5258  0.0352  6.6653
 .35305  6.5464  0.0350  6.6881
 .35313  6.5702  0.0351  6.6984
 .35321  6.5144  0.0352  6.6334
 .35329  6.4967  0.0351  6.6163
 .35338  6.5683  0.0350  6.7031
 .35346  6.5347  0.0349  6.6338
 .35354  6.5059  0.0349  6.6107
 .35362  6.5240  0.0350  6.6416
 .35371  6.5239  0.0350  6.6642
 .35379  6.5236  0.0351  6.6442
 .35387  6.5064  0.0350  6.5947
 .35395  6.5314  0.0351  6.6347
 .35403  6.5629  0.0350  6.7097
 .35412  6.5176  0.0348  6.6500
 .35420  6.4958  0.0347  6.6135
 .35428  6.4863  0.0349  6.6055
 .35436  6.4786  0.0350  6.5854
 .35445  6.4598  0.0350  6.5569
 .35453  6.4572  0.0349  6.5867
 .35461  6.4552  0.0349  6.5822
 .35469  6.4662  0.0348  6.5694
 .35478  6.4961  0.0351  6.6433
 .35486  6.5297  0.0351  6.6848
 .35494  6.5055  0.0351  6.6475
 .35502  6.4461  0.0350  6.5701
 .35511  6.4419  0.0348  6.5479
 .35519  6.5326  0.0348  6.6378
 .35527  6.5406  0.0347  6.6287
 .35535  6.4795  0.0346  6.5564
 .35544  6.4633  0.0345  6.5607
 .35552  6.4995  0.0345  6.5820
 .35560  6.5355  0.0345  6.6091
 .35569  6.5051  0.0348  6.6318
 .35577  6.4953  0.0351  6.6201
 .35585  6.5175  0.0351  6.6045
 .35593  6.5471  0.0349  6.6517
 .35602  6.4919  0.0349  6.6059
 .35610  6.5319  0.0349  6.6495
 .35618  6.5430  0.0348  6.6441
 .35626  6.5097  0.0348  6.6211
 .35635  6.5313  0.0350  6.6843
 .35643  6.5369  0.0349  6.6470
 .35651  6.5676  0.0350  6.6635
 .35660  6.5670  0.0350  6.6723
 .35668  6.5349  0.0348  6.6418
 .35676  6.5546  0.0346  6.6829
 .35684  6.5181  0.0346  6.6359
 .35693  6.5269  0.0347  6.6128
 .35701  6.5794  0.0350  6.6743
 .35709  6.5489  0.0347  6.6510
 .35718  6.5071  0.0349  6.6194
 .35726  6.5315  0.0346  6.6260
 .35734  6.5680  0.0350  6.7024
 .35743  6.5887  0.0348  6.7157
 .35751  6.5540  0.0347  6.6470
 .35759  6.5754  0.0346  6.6519
 .35768  6.6121  0.0347  6.7324
 .35776  6.6324  0.0346  6.7557
 .35784  6.5938  0.0348  6.7048
 .35792  6.6139  0.0347  6.7169
 .35801  6.6252  0.0348  6.7097
 .35809  6.6135  0.0346  6.6885
 .35818  6.6561  0.0346  6.7462
 .35826  6.6225  0.0352  6.7594
 .35834  6.6340  0.0351  6.7553
 .35842  6.6514  0.0345  6.7178
 .35851  6.6405  0.0346  6.7099
 .35859  6.6619  0.0345  6.7449
 .35868  6.6095  0.0342  6.7021
 .35876  6.6145  0.0344  6.6586
 .35884  6.5568  0.0345  6.6417
 .35893  6.5578  0.0346  6.6411
 .35901  6.5832  0.0343  6.6228
 .35909  6.5731  0.0340  6.6298
 .35918  6.5484  0.0340  6.6277
 .35926  6.6049  0.0343  6.6954
 .35934  6.5842  0.0342  6.7018
 .35943  6.5461  0.0341  6.6456
 .35951  6.5799  0.0340  6.6491
 .35959  6.6104  0.0339  6.6891
 .35968  6.5706  0.0340  6.6420
 .35976  6.5370  0.0340  6.6078
 .35984  6.5531  0.0340  6.6569
 .35993  6.5775  0.0339  6.6718
 .36001  6.5730  0.0343  6.6636
 .36010  6.5610  0.0342  6.6622
 .36018  6.5515  0.0340  6.6441
 .36026  6.5236  0.0340  6.6053
 .36035  6.5122  0.0340  6.6013
 .36043  6.4866  0.0338  6.5868
 .36051  6.5047  0.0337  6.6079
 .36060  6.5473  0.0338  6.6310
 .36068  6.5186  0.0339  6.6078
 .36077  6.5086  0.0341  6.5847
 .36085  6.5417  0.0342  6.6186
 .36094  6.5800  0.0342  6.6863
 .36102  6.5317  0.0342  6.6120
 .36110  6.5275  0.0342  6.6066
 .36119  6.5451  0.0342  6.6406
 .36127  6.5416  0.0341  6.6490
 .36136  6.5117  0.0339  6.6354
 .36144  6.5041  0.0341  6.6265
 .36152  6.4945  0.0340  6.6098
 .36161  6.4707  0.0339  6.5798
 .36169  6.4947  0.0340  6.5953
 .36178  6.4669  0.0339  6.5644
 .36186  6.4563  0.0339  6.5420
 .36194  6.4919  0.0340  6.5916
 .36203  6.5028  0.0339  6.6192
 .36211  6.4907  0.0339  6.5645
 .36220  6.4979  0.0340  6.5490
 .36228  6.4965  0.0340  6.5785
 .36236  6.5203  0.0338  6.5988
 .36245  6.5322  0.0338  6.6355
 .36253  6.4700  0.0339  6.5799
 .36262  6.4825  0.0338  6.5933
 .36270  6.4702  0.0336  6.5755
 .36279  6.4626  0.0337  6.5552
 .36287  6.4818  0.0337  6.6021
 .36296  6.4821  0.0336  6.6104
 .36304  6.4869  0.0339  6.6302
 .36312  6.4706  0.0341  6.6137
 .36321  6.4660  0.0339  6.5780
 .36329  6.4750  0.0337  6.5679
 .36338  6.4841  0.0335  6.5993
 .36346  6.4509  0.0335  6.5676
 .36355  6.4383  0.0333  6.5061
 .36363  6.4898  0.0334  6.5635
 .36372  6.4775  0.0334  6.5393
 .36380  6.4735  0.0332  6.5104
 .36389  6.4789  0.0331  6.5370
 .36397  6.4432  0.0332  6.5321
 .36405  6.4511  0.0330  6.5191
 .36414  6.4127  0.0331  6.4999
 .36422  6.4087  0.0332  6.5195
 .36431  6.3927  0.0333  6.4969
 .36439  6.3903  0.0331  6.4555
 .36448  6.4096  0.0331  6.5072
 .36456  6.3826  0.0332  6.4868
 .36465  6.3551  0.0330  6.4400
 .36473  6.3220  0.0329  6.4181
 .36482  6.3992  0.0328  6.4683
 .36490  6.3706  0.0328  6.4449
 .36499  6.2942  0.0328  6.3932
 .36507  6.3151  0.0330  6.4332
 .36516  6.3644  0.0326  6.4524
 .36524  6.3657  0.0328  6.4690
 .36533  6.3404  0.0326  6.4273
 .36541  6.3598  0.0327  6.4469
 .36550  6.3431  0.0328  6.4372
 .36558  6.3005  0.0328  6.3823
 .36567  6.3150  0.0326  6.4047
 .36575  6.3134  0.0327  6.4434
 .36584  6.3292  0.0327  6.3803
 .36592  6.3421  0.0324  6.3689
 .36601  6.3224  0.0325  6.3975
 .36609  6.2877  0.0327  6.4025
 .36618  6.3038  0.0328  6.4310
 .36626  6.2878  0.0326  6.3989
 .36635  6.3576  0.0324  6.4425
 .36643  6.3790  0.0326  6.4998
 .36652  6.2878  0.0326  6.4036
 .36660  6.2962  0.0323  6.3940
 .36669  6.3020  0.0323  6.4082
 .36677  6.2970  0.0322  6.3881
 .36686  6.3045  0.0321  6.3731
 .36694  6.2558  0.0323  6.3238
 .36703  6.2529  0.0323  6.3426
 .36712  6.2045  0.0322  6.3198
 .36720  6.2411  0.0322  6.3158
 .36729  6.2825  0.0322  6.3537
 .36737  6.2908  0.0323  6.3564
 .36746  6.2514  0.0320  6.3260
 .36754  6.2365  0.0320  6.3316
 .36763  6.2260  0.0319  6.3232
 .36771  6.2291  0.0320  6.3196
 .36780  6.2125  0.0323  6.2962
 .36789  6.2256  0.0322  6.3145
 .36797  6.2494  0.0319  6.3137
 .36806  6.2247  0.0321  6.3212
 .36814  6.1862  0.0320  6.2869
 .36823  6.1831  0.0320  6.2624
 .36831  6.2057  0.0321  6.2919
 .36840  6.2303  0.0320  6.2994
 .36848  6.2613  0.0319  6.3143
 .36857  6.2416  0.0318  6.3063
 .36866  6.2223  0.0318  6.2868
 .36874  6.2036  0.0318  6.2664
 .36883  6.1590  0.0318  6.2288
 .36891  6.1715  0.0319  6.2540
 .36900  6.1937  0.0319  6.2682
 .36909  6.1762  0.0316  6.2280
 .36917  6.1473  0.0317  6.2226
 .36926  6.1997  0.0317  6.2688
 .36934  6.2210  0.0317  6.2838
 .36943  6.1945  0.0316  6.2477
 .36951  6.1562  0.0319  6.2228
 .36960  6.1689  0.0321  6.2660
 .36969  6.1722  0.0322  6.2581
 .36977  6.1669  0.0318  6.2247
 .36986  6.1548  0.0314  6.2053
 .36994  6.1290  0.0312  6.2055
 .37003  6.1484  0.0313  6.2106
 .37012  6.1736  0.0315  6.2298
 .37020  6.1800  0.0315  6.2490
 .37029  6.1522  0.0315  6.2344
 .37038  6.1042  0.0315  6.1681
 .37046  6.1446  0.0315  6.1907
 .37055  6.1716  0.0315  6.2077
 .37063  6.1186  0.0316  6.1378
 .37072  6.1665  0.0315  6.2007
 .37081  6.1546  0.0315  6.1960
 .37089  6.1188  0.0316  6.1482
 .37098  6.1420  0.0316  6.1927
 .37106  6.1312  0.0315  6.1842
 .37115  6.1031  0.0314  6.1495
 .37124  6.0953  0.0317  6.1548
 .37132  6.1106  0.0321  6.1647
 .37141  6.1530  0.0319  6.2153
 .37150  6.1535  0.0317  6.2177
 .37158  6.1102  0.0318  6.1634
 .37167  6.1328  0.0315  6.1958
 .37176  6.1772  0.0314  6.2452
 .37184  6.1848  0.0314  6.2206
 .37193  6.1825  0.0315  6.2130
 .37201  6.1826  0.0314  6.2247
 .37210  6.1784  0.0314  6.2223
 .37219  6.1929  0.0316  6.2330
 .37228  6.2256  0.0316  6.2632
 .37236  6.2849  0.0320  6.3700
 .37245  6.3857  0.0323  6.4949
 .37254  6.5232  0.0325  6.6360
 .37262  6.6858  0.0329  6.8211
 .37271  6.8854  0.0335  7.0415
 .37279  7.0170  0.0337  7.1378
 .37288  7.1108  0.0341  7.2434
 .37297  7.1485  0.0341  7.2509
 .37306  7.0488  0.0341  7.1501
 .37314  6.9379  0.0337  7.0438
 .37323  6.7498  0.0334  6.8277
 .37331  6.4920  0.0326  6.5338
 .37340  6.3158  0.0319  6.3683
 .37349  6.2107  0.0313  6.2495
 .37358  6.1113  0.0314  6.1670
 .37366  6.0587  0.0312  6.0868
 .37375  6.0389  0.0311  6.0578
 .37384  6.0235  0.0308  6.0453
 .37392  6.0253  0.0304  6.0411
 .37401  6.0469  0.0305  6.0513
 .37410  6.0432  0.0307  6.0505
 .37419  6.0326  0.0310  6.0629
 .37427  6.0887  0.0312  6.1497
 .37436  6.0584  0.0311  6.1110
 .37445  6.0430  0.0309  6.0780
 .37453  6.0829  0.0309  6.1252
 .37462  6.0733  0.0310  6.1284
 .37471  6.0609  0.0309  6.0942
 .37479  6.0610  0.0310  6.1053
 .37488  6.0741  0.0309  6.1110
 .37497  6.0843  0.0307  6.1009
 .37506  6.0511  0.0308  6.0765
 .37514  6.0553  0.0306  6.0882
 .37523  6.0432  0.0307  6.0759
 .37532  6.0670  0.0311  6.1151
 .37541  6.0825  0.0311  6.1516
 .37549  6.0738  0.0310  6.1201
 .37558  6.1146  0.0309  6.1330
 .37567  6.1237  0.0309  6.1583
 .37576  6.1242  0.0308  6.1542
 .37584  6.1491  0.0307  6.1819
 .37593  6.1477  0.0308  6.1669
 .37602  6.1305  0.0307  6.1750
 .37610  6.0771  0.0306  6.1143
 .37619  6.0364  0.0309  6.0671
 .37628  6.0332  0.0307  6.0541
 .37637  6.0053  0.0305  6.0133
 .37645  6.0278  0.0305  6.0389
 .37654  6.0196  0.0305  6.0480
 .37663  5.9847  0.0303  6.0269
 .37672  5.9327  0.0303  5.9654
 .37681  5.8962  0.0303  5.9194
 .37689  5.9298  0.0304  5.9413
 .37698  5.9369  0.0306  5.9341
 .37707  5.9291  0.0305  5.9261
 .37716  5.8742  0.0300  5.8777
 .37724  5.8433  0.0300  5.8632
 .37733  5.8387  0.0299  5.8550
 .37742  5.8408  0.0299  5.8653
 .37751  5.8309  0.0301  5.8693
 .37759  5.8230  0.0300  5.8369
 .37768  5.8287  0.0298  5.8210
 .37777  5.8316  0.0298  5.8493
 .37786  5.8223  0.0298  5.8388
 .37795  5.8498  0.0296  5.8654
 .37803  5.8250  0.0296  5.8368
 .37812  5.8034  0.0296  5.8064
 .37821  5.7917  0.0297  5.7862
 .37830  5.7918  0.0297  5.7960
 .37839  5.8028  0.0295  5.8062
 .37847  5.7766  0.0293  5.7645
 .37856  5.7477  0.0294  5.7149
 .37865  5.7609  0.0294  5.7634
 .37874  5.7391  0.0295  5.7536
 .37883  5.7273  0.0294  5.7389
 .37891  5.7048  0.0293  5.7222
 .37900  5.7105  0.0294  5.7148
 .37909  5.7187  0.0292  5.7257
 .37918  5.6819  0.0290  5.6783
 .37927  5.6472  0.0290  5.6430
 .37936  5.6203  0.0289  5.6180
 .37944  5.6315  0.0288  5.6007
 .37953  5.6314  0.0289  5.5963
 .37962  5.5960  0.0288  5.5709
 .37971  5.5809  0.0289  5.5799
 .37980  5.5440  0.0291  5.5396
 .37989  5.5553  0.0289  5.5330
 .37997  5.5731  0.0288  5.5352
 .38006  5.5441  0.0289  5.4963
 .38015  5.5613  0.0287  5.5263
 .38024  5.5638  0.0286  5.5482
 .38033  5.5426  0.0286  5.5098
 .38041  5.5550  0.0286  5.5294
 .38050  5.5758  0.0285  5.5693
 .38059  5.5872  0.0287  5.5732
 .38068  5.5630  0.0289  5.5401
 .38077  5.5417  0.0288  5.5317
 .38086  5.5540  0.0285  5.5283
 .38095  5.5404  0.0285  5.5141
 .38104  5.5210  0.0285  5.5162
 .38112  5.5134  0.0285  5.5009
 .38121  5.5612  0.0285  5.5526
 .38130  5.5757  0.0285  5.5764
 .38139  5.5432  0.0286  5.5482
 .38148  5.5527  0.0285  5.5449
 .38157  5.5619  0.0282  5.5506
 .38166  5.5543  0.0284  5.5436
